solvent,speed_factor,viscosity_factor,tension_factor,density_factor,multiplier,rmse_nm,mae_nm,r2
ethyl_acetate,1.0,0.5,1.0,0.5,0.8908987181403394,2.411767860229921,1.4441445296785338,-13.020944450313683
hexane,1.0,0.5,1.0,0.5,0.8908987181403394,0.533262981830149,0.36156523490517645,0.9624268869308763
toluene,1.0,0.5,1.0,0.5,0.8908987181403394,28.608338620241252,14.701695043336116,-148407.0425569489
ethyl_acetate,1.0,0.5,1.0,1.0,0.6299605249474366,1.4532189822643136,0.9413731767026959,-4.090593118910927
hexane,1.0,0.5,1.0,1.0,0.6299605249474366,1.3340193043562505,0.8079204433986051,0.7648643203189135
toluene,1.0,0.5,1.0,1.0,0.6299605249474366,20.205844050272407,10.419702233636798,-74032.13752817111
ethyl_acetate,1.0,0.5,1.0,2.0,0.4454493590701697,0.8372060659979542,0.6296036875516128,-0.689549790053988
hexane,1.0,0.5,1.0,2.0,0.4454493590701697,1.917459393960016,1.1235412381422434,0.5142121402640594
toluene,1.0,0.5,1.0,2.0,0.4454493590701697,14.264557103660715,7.395290386140855,-36895.80368441097
ethyl_acetate,1.0,0.5,2.0,0.5,0.7937005259840998,2.050012941180741,1.2568646762418572,-9.130233765481774
hexane,1.0,0.5,2.0,0.5,0.7937005259840998,0.8238508349680415,0.5278303523041065,0.9103208510315248
toluene,1.0,0.5,2.0,0.5,0.7937005259840998,25.478431907787854,13.10544651890447,-117710.13643314184
ethyl_acetate,1.0,0.5,2.0,1.0,0.5612310241546865,1.2121265448200296,0.8181946464334978,-2.5416218323921114
hexane,1.0,0.5,2.0,1.0,0.5612310241546865,1.5507877581121958,0.9254876353861654,0.6822401411125775
toluene,1.0,0.5,2.0,1.0,0.5612310241546865,17.992717139385075,9.293123712051045,-58702.72591937854
ethyl_acetate,1.0,0.5,2.0,2.0,0.3968502629920499,0.7041973916027252,0.5647151325439992,-0.19535000067367503
hexane,1.0,0.5,2.0,2.0,0.3968502629920499,2.0717309798006145,1.2066737968417083,0.4328981989167088
toluene,1.0,0.5,2.0,2.0,0.3968502629920499,12.699713001343666,6.598679073988454,-29244.56222063313
ethyl_acetate,1.0,1.0,0.5,0.5,1.5874010519681996,5.051015495167415,2.7861535949079568,-60.49837828971013
hexane,1.0,1.0,0.5,0.5,1.5874010519681996,1.7625656053514438,0.9346971307517599,0.5895267235177366
toluene,1.0,1.0,0.5,0.5,1.5874010519681996,51.0368682794633,26.1689505404418,-472323.1986832741
ethyl_acetate,1.0,1.0,0.5,1.0,1.122462048309373,3.283528906070676,1.8903168871402407,-24.98890309378937
hexane,1.0,1.0,0.5,1.0,1.122462048309373,0.3502458787620321,0.24364327764634608,0.9837915915087881
toluene,1.0,1.0,0.5,1.0,1.122462048309373,36.06502600792458,18.50921178066271,-235853.76843900437
ethyl_acetate,1.0,1.0,0.5,2.0,0.7937005259840998,2.050012941180741,1.2568646762418572,-9.130233765481774
hexane,1.0,1.0,0.5,2.0,0.7937005259840998,0.8238508349680422,0.5278303523041069,0.9103208510315246
toluene,1.0,1.0,0.5,2.0,0.7937005259840998,25.47843190778786,13.105446518904472,-117710.1364331419
ethyl_acetate,1.0,1.0,1.0,0.5,1.4142135623730951,4.3911693009930985,2.4524588321874647,-45.48005413067409
hexane,1.0,1.0,1.0,0.5,1.4142135623730951,1.2160907759912918,0.6597251844287588,0.804599219265228
toluene,1.0,1.0,1.0,0.5,1.4142135623730951,45.4599202141357,23.31488198899168,-374738.5233136345
ethyl_acetate,1.0,1.0,1.0,1.0,1.0,2.8212351279439942,1.6543590575741451,-18.186017108851416
hexane,1.0,1.0,1.0,1.0,1.0,0.2677253819844333,0.21177856171475326,0.9905294892879952
toluene,1.0,1.0,1.0,1.0,1.0,32.121556895237276,16.494607052437605,-187095.3587665207
ethyl_acetate,1.0,1.0,1.0,2.0,0.7071067811865476,1.7316577112454574,1.090017294881611,-6.228203388880306
hexane,1.0,1.0,1.0,2.0,0.7071067811865476,1.092096039388688,0.6759557322662665,0.8424146030368642
toluene,1.0,1.0,1.0,2.0,0.7071067811865476,22.690018822549288,11.684243868557289,-93354.92232449524
ethyl_acetate,1.0,1.0,2.0,0.5,1.2599210498948732,3.8045779738832923,2.155170595829634,-33.89146787896956
hexane,1.0,1.0,2.0,0.5,1.2599210498948732,0.7382107847389149,0.4153101650464153,0.9279962563307614
toluene,1.0,1.0,2.0,0.5,1.2599210498948732,40.49143371723333,20.77247316045013,-297301.4380490922
ethyl_acetate,1.0,1.0,2.0,1.0,0.8908987181403393,2.411767860229921,1.4441445296785338,-13.020944450313683
hexane,1.0,1.0,2.0,1.0,0.8908987181403393,0.533262981830149,0.36156523490517645,0.9624268869308763
toluene,1.0,1.0,2.0,1.0,0.8908987181403393,28.608338620241256,14.701695043336116,-148407.04255694893
ethyl_acetate,1.0,1.0,2.0,2.0,0.6299605249474366,1.4532189822643131,0.9413731767026958,-4.090593118910925
hexane,1.0,1.0,2.0,2.0,0.6299605249474366,1.3340193043562505,0.8079204433986051,0.7648643203189135
toluene,1.0,1.0,2.0,2.0,0.6299605249474366,20.20584405027241,10.4197022336368,-74032.13752817114
ethyl_acetate,1.0,2.0,0.5,0.5,2.5198420997897464,8.615028089445309,4.633737294431012,-177.90383802473892
hexane,1.0,2.0,0.5,0.5,2.5198420997897464,4.733252717307155,2.449553213914286,-1.9601498159044817
toluene,1.0,2.0,0.5,0.5,2.5198420997897464,81.06323956035646,41.53524909289738,-1191570.405918672
ethyl_acetate,1.0,2.0,0.5,1.0,1.7817974362806785,5.792842497718095,3.16071330178131,-79.88904408365909
hexane,1.0,2.0,0.5,1.0,1.7817974362806785,2.3798786884389247,1.2452774109548312,0.25165140813504017
toluene,1.0,2.0,0.5,1.0,1.7817974362806785,57.29679020837132,29.372534172717852,-595294.7037158937
ethyl_acetate,1.0,2.0,0.5,2.0,1.2599210498948732,3.8045779738832928,2.1551705958296346,-33.89146787896957
hexane,1.0,2.0,0.5,2.0,1.2599210498948732,0.7382107847389144,0.415310165046415,0.9279962563307615
toluene,1.0,2.0,0.5,2.0,1.2599210498948732,40.49143371723333,20.772473160450122,-297301.4380490922
ethyl_acetate,1.0,2.0,1.0,0.5,2.244924096618746,7.563065336610696,4.066883129803929,-136.88021960580812
hexane,1.0,2.0,1.0,0.5,2.244924096618746,3.855814055770985,1.9988581287537284,-0.964384371185631
toluene,1.0,2.0,1.0,0.5,2.244924096618746,72.21034757345272,37.0046976719361,-945519.6811284845
ethyl_acetate,1.0,2.0,1.0,1.0,1.5874010519681994,5.051015495167415,2.7861535949079568,-60.49837828971013
hexane,1.0,2.0,1.0,1.0,1.5874010519681994,1.762565605351445,0.9346971307517603,0.5895267235177362
toluene,1.0,2.0,1.0,1.0,1.5874010519681994,51.036868279463285,26.168950540441788,-472323.1986832738
ethyl_acetate,1.0,2.0,1.0,2.0,1.122462048309373,3.2835289060706745,1.8903168871402405,-24.988903093789354
hexane,1.0,2.0,1.0,2.0,1.122462048309373,0.3502458787620321,0.24364327764634608,0.9837915915087881
toluene,1.0,2.0,1.0,2.0,1.122462048309373,36.06502600792456,18.509211780662707,-235853.76843900414
ethyl_acetate,1.0,2.0,2.0,0.5,2.0,6.626495871999444,3.5839421822985558,-104.84592082426614
hexane,1.0,2.0,2.0,0.5,2.0,3.074738317727488,1.5999115082603494,-0.24913859215359202
toluene,1.0,2.0,2.0,0.5,2.0,64.32332335142044,32.96843521853282,-750254.3674788252
ethyl_acetate,1.0,2.0,2.0,1.0,1.414213562373095,4.391169300993099,2.452458832187465,-45.480054130674105
hexane,1.0,2.0,2.0,1.0,1.414213562373095,1.216090775991293,0.6597251844287594,0.8045992192652277
toluene,1.0,2.0,2.0,1.0,1.414213562373095,45.45992021413568,23.314881988991672,-374738.5233136342
ethyl_acetate,1.0,2.0,2.0,2.0,1.0,2.8212351279439947,1.6543590575741456,-18.186017108851427
hexane,1.0,2.0,2.0,2.0,1.0,0.26772538198443296,0.21177856171475315,0.9905294892879952
toluene,1.0,2.0,2.0,2.0,1.0,32.121556895237276,16.494607052437605,-187095.3587665207
ethyl_acetate,2.0,0.5,0.5,0.5,1.5874010519681996,5.051015495167415,2.7861535949079568,-60.49837828971013
hexane,2.0,0.5,0.5,0.5,1.5874010519681996,1.7625656053514438,0.9346971307517599,0.5895267235177366
toluene,2.0,0.5,0.5,0.5,1.5874010519681996,51.0368682794633,26.1689505404418,-472323.1986832741
ethyl_acetate,2.0,0.5,0.5,1.0,1.122462048309373,3.283528906070676,1.8903168871402407,-24.98890309378937
hexane,2.0,0.5,0.5,1.0,1.122462048309373,0.3502458787620321,0.24364327764634608,0.9837915915087881
toluene,2.0,0.5,0.5,1.0,1.122462048309373,36.06502600792458,18.50921178066271,-235853.76843900437
ethyl_acetate,2.0,0.5,0.5,2.0,0.7937005259840998,2.050012941180741,1.2568646762418572,-9.130233765481774
hexane,2.0,0.5,0.5,2.0,0.7937005259840998,0.8238508349680422,0.5278303523041069,0.9103208510315246
toluene,2.0,0.5,0.5,2.0,0.7937005259840998,25.47843190778786,13.105446518904472,-117710.1364331419
ethyl_acetate,2.0,0.5,1.0,0.5,1.4142135623730951,4.3911693009930985,2.4524588321874647,-45.48005413067409
hexane,2.0,0.5,1.0,0.5,1.4142135623730951,1.2160907759912918,0.6597251844287588,0.804599219265228
toluene,2.0,0.5,1.0,0.5,1.4142135623730951,45.4599202141357,23.31488198899168,-374738.5233136345
ethyl_acetate,2.0,0.5,1.0,1.0,1.0,2.8212351279439942,1.6543590575741451,-18.186017108851416
hexane,2.0,0.5,1.0,1.0,1.0,0.2677253819844333,0.21177856171475326,0.9905294892879952
toluene,2.0,0.5,1.0,1.0,1.0,32.121556895237276,16.494607052437605,-187095.3587665207
ethyl_acetate,2.0,0.5,1.0,2.0,0.7071067811865476,1.7316577112454574,1.090017294881611,-6.228203388880306
hexane,2.0,0.5,1.0,2.0,0.7071067811865476,1.092096039388688,0.6759557322662665,0.8424146030368642
toluene,2.0,0.5,1.0,2.0,0.7071067811865476,22.690018822549288,11.684243868557289,-93354.92232449524
ethyl_acetate,2.0,0.5,2.0,0.5,1.2599210498948732,3.8045779738832923,2.155170595829634,-33.89146787896956
hexane,2.0,0.5,2.0,0.5,1.2599210498948732,0.7382107847389149,0.4153101650464153,0.9279962563307614
toluene,2.0,0.5,2.0,0.5,1.2599210498948732,40.49143371723333,20.77247316045013,-297301.4380490922
ethyl_acetate,2.0,0.5,2.0,1.0,0.8908987181403393,2.411767860229921,1.4441445296785338,-13.020944450313683
hexane,2.0,0.5,2.0,1.0,0.8908987181403393,0.533262981830149,0.36156523490517645,0.9624268869308763
toluene,2.0,0.5,2.0,1.0,0.8908987181403393,28.608338620241256,14.701695043336116,-148407.04255694893
ethyl_acetate,2.0,0.5,2.0,2.0,0.6299605249474366,1.4532189822643131,0.9413731767026958,-4.090593118910925
hexane,2.0,0.5,2.0,2.0,0.6299605249474366,1.3340193043562505,0.8079204433986051,0.7648643203189135
toluene,2.0,0.5,2.0,2.0,0.6299605249474366,20.20584405027241,10.4197022336368,-74032.13752817114
ethyl_acetate,2.0,1.0,0.5,0.5,2.5198420997897464,8.615028089445309,4.633737294431012,-177.90383802473892
hexane,2.0,1.0,0.5,0.5,2.5198420997897464,4.733252717307155,2.449553213914286,-1.9601498159044817
toluene,2.0,1.0,0.5,0.5,2.5198420997897464,81.06323956035646,41.53524909289738,-1191570.405918672
ethyl_acetate,2.0,1.0,0.5,1.0,1.7817974362806785,5.792842497718095,3.16071330178131,-79.88904408365909
hexane,2.0,1.0,0.5,1.0,1.7817974362806785,2.3798786884389247,1.2452774109548312,0.25165140813504017
toluene,2.0,1.0,0.5,1.0,1.7817974362806785,57.29679020837132,29.372534172717852,-595294.7037158937
ethyl_acetate,2.0,1.0,0.5,2.0,1.2599210498948732,3.8045779738832928,2.1551705958296346,-33.89146787896957
hexane,2.0,1.0,0.5,2.0,1.2599210498948732,0.7382107847389144,0.415310165046415,0.9279962563307615
toluene,2.0,1.0,0.5,2.0,1.2599210498948732,40.49143371723333,20.772473160450122,-297301.4380490922
ethyl_acetate,2.0,1.0,1.0,0.5,2.244924096618746,7.563065336610696,4.066883129803929,-136.88021960580812
hexane,2.0,1.0,1.0,0.5,2.244924096618746,3.855814055770985,1.9988581287537284,-0.964384371185631
toluene,2.0,1.0,1.0,0.5,2.244924096618746,72.21034757345272,37.0046976719361,-945519.6811284845
ethyl_acetate,2.0,1.0,1.0,1.0,1.5874010519681994,5.051015495167415,2.7861535949079568,-60.49837828971013
hexane,2.0,1.0,1.0,1.0,1.5874010519681994,1.762565605351445,0.9346971307517603,0.5895267235177362
toluene,2.0,1.0,1.0,1.0,1.5874010519681994,51.036868279463285,26.168950540441788,-472323.1986832738
ethyl_acetate,2.0,1.0,1.0,2.0,1.122462048309373,3.2835289060706745,1.8903168871402405,-24.988903093789354
hexane,2.0,1.0,1.0,2.0,1.122462048309373,0.3502458787620321,0.24364327764634608,0.9837915915087881
toluene,2.0,1.0,1.0,2.0,1.122462048309373,36.06502600792456,18.509211780662707,-235853.76843900414
ethyl_acetate,2.0,1.0,2.0,0.5,2.0,6.626495871999444,3.5839421822985558,-104.84592082426614
hexane,2.0,1.0,2.0,0.5,2.0,3.074738317727488,1.5999115082603494,-0.24913859215359202
toluene,2.0,1.0,2.0,0.5,2.0,64.32332335142044,32.96843521853282,-750254.3674788252
ethyl_acetate,2.0,1.0,2.0,1.0,1.414213562373095,4.391169300993099,2.452458832187465,-45.480054130674105
hexane,2.0,1.0,2.0,1.0,1.414213562373095,1.216090775991293,0.6597251844287594,0.8045992192652277
toluene,2.0,1.0,2.0,1.0,1.414213562373095,45.45992021413568,23.314881988991672,-374738.5233136342
ethyl_acetate,2.0,1.0,2.0,2.0,1.0,2.8212351279439947,1.6543590575741456,-18.186017108851427
hexane,2.0,1.0,2.0,2.0,1.0,0.26772538198443296,0.21177856171475315,0.9905294892879952
toluene,2.0,1.0,2.0,2.0,1.0,32.121556895237276,16.494607052437605,-187095.3587665207
ethyl_acetate,2.0,2.0,0.5,0.5,4.0,14.284688830411516,7.793381847628993,-490.8671637769943
hexane,2.0,2.0,0.5,0.5,4.0,9.46157965873394,4.95716827846791,-10.82828025856326
toluene,2.0,2.0,0.5,0.5,4.0,128.72724992892992,65.93023737132997,-3004782.2125902735
ethyl_acetate,2.0,2.0,0.5,1.0,2.82842712474619,9.796412121673393,5.283081796574862,-230.33447337521108
hexane,2.0,2.0,0.5,1.0,2.82842712474619,5.718625789780841,2.964287140166291,-3.32093430004129
toluene,2.0,2.0,0.5,1.0,2.82842712474619,91.00028073220949,46.62062112084048,-1501610.6391353318
ethyl_acetate,2.0,2.0,0.5,2.0,2.0,6.626495871999444,3.5839421822985558,-104.84592082426614
hexane,2.0,2.0,0.5,2.0,2.0,3.074738317727488,1.5999115082603494,-0.24913859215359202
toluene,2.0,2.0,0.5,2.0,2.0,64.32332335142044,32.96843521853282,-750254.3674788252
ethyl_acetate,2.0,2.0,1.0,0.5,3.563594872561357,12.612443951756523,6.857620927538899,-382.446484601654
hexane,2.0,2.0,1.0,0.5,3.563594872561357,8.067142648585014,4.211148168636145,-7.598719437974516
toluene,2.0,2.0,1.0,0.5,3.563594872561357,114.67413549549069,58.736602868499446,-2384530.7596892565
ethyl_acetate,2.0,2.0,1.0,1.0,2.519842099789746,8.615028089445309,4.633737294431012,-177.90383802473892
hexane,2.0,2.0,1.0,1.0,2.519842099789746,4.733252717307156,2.449553213914287,-1.960149815904483
toluene,2.0,2.0,1.0,1.0,2.519842099789746,81.06323956035644,41.53524909289737,-1191570.4059186715
ethyl_acetate,2.0,2.0,1.0,2.0,1.7817974362806785,5.792842497718095,3.16071330178131,-79.88904408365909
hexane,2.0,2.0,1.0,2.0,1.7817974362806785,2.379878688438926,1.245277410954832,0.2516514081350394
toluene,2.0,2.0,1.0,2.0,1.7817974362806785,57.296790208371306,29.37253417271785,-595294.7037158932
ethyl_acetate,2.0,2.0,2.0,0.5,3.1748021039363987,11.122981238478772,6.0240491450357085,-297.2281753166155
hexane,2.0,2.0,2.0,0.5,3.1748021039363987,6.825012369044815,3.549811098046126,-5.154619258483526
toluene,2.0,2.0,2.0,0.5,3.1748021039363987,102.15423757359274,52.32875822374072,-1892276.9784839954
ethyl_acetate,2.0,2.0,2.0,1.0,2.2449240966187456,7.5630653366106975,4.06688312980393,-136.8802196058082
hexane,2.0,2.0,2.0,1.0,2.2449240966187456,3.855814055770988,1.99885812875373,-0.9643843711856344
toluene,2.0,2.0,2.0,1.0,2.2449240966187456,72.21034757345272,37.0046976719361,-945519.6811284845
ethyl_acetate,2.0,2.0,2.0,2.0,1.5874010519681994,5.051015495167415,2.7861535949079568,-60.49837828971013
hexane,2.0,2.0,2.0,2.0,1.5874010519681994,1.762565605351446,0.9346971307517609,0.5895267235177357
toluene,2.0,2.0,2.0,2.0,1.5874010519681994,51.03686827946328,26.168950540441784,-472323.1986832737
