cohort,protocol,model,solvent,n,groups,group_weighted_rmse_nm,rmse_nm,mae_nm,r2
primary,leave_one_solvent_out,rf_raw,hexane,58,16,3.716583764463352,2.7387386226310793,1.4221111946447453,0.008950198908994511
primary,leave_one_solvent_out,rf_raw,toluene,35,11,2.766769036226784,2.9646946005253625,1.7572206635325471,-1592.7936291551734
primary,leave_one_solvent_out,ridge_log_interactions,all,126,36,3.9277632050850104,3.5903562006441403,1.9647238079027505,-2.1397334771828156
primary,leave_one_solvent_out,ridge_log_interactions,ethyl_acetate,33,9,1.2921199921346602,1.192279456767709,1.0033333333333334,-2.426591900736297
primary,leave_one_solvent_out,ridge_log_interactions,hexane,58,16,4.132941575307424,3.029766825176663,1.7335376814292331,-0.21286570946187244
primary,leave_one_solvent_out,ridge_log_interactions,toluene,35,11,4.927272829713557,5.463913084225312,3.2542861220814587,-5412.519759186672
primary,leave_one_solvent_out,ridge_raw,all,126,36,6.700462345427779,7.236917957565419,2.849065066414689,-11.756308319482427
primary,leave_one_solvent_out,ridge_raw,ethyl_acetate,33,9,1.0620937741224359,0.9739342362810626,0.7763968747995256,-1.2864701041002102
primary,leave_one_solvent_out,ridge_raw,hexane,58,16,3.953491597196315,2.8923327841870465,1.734285040093219,-0.10532712139290257
primary,leave_one_solvent_out,ridge_raw,toluene,35,11,11.102944415043256,13.18276952616916,6.650644833555993,-31511.69023707967
primary,leave_one_solvent_out,saturating_mobile,all,126,36,5.329139241697398,5.338292797244978,2.3385724083410593,-5.941007124165104
primary,leave_one_solvent_out,saturating_mobile,ethyl_acetate,33,9,1.562376118440961,1.418215908591387,1.0548212697120496,-3.848316548531
primary,leave_one_solvent_out,saturating_mobile,hexane,58,16,3.949880198863425,2.8612954548578586,1.4011005732258022,-0.08173209608137788
primary,leave_one_solvent_out,saturating_mobile,toluene,35,11,8.261609310986254,9.334188833373775,5.102491094382265,-15797.844579596569
primary,leave_one_solvent_out,scaled_lld,all,126,36,12.024791581615402,13.229588999733945,4.63482206406522,-41.62951716533398
primary,leave_one_solvent_out,scaled_lld,ethyl_acetate,33,9,1.1460825781508632,1.0623907485519077,0.9188393296830921,-1.7206634500335913
primary,leave_one_solvent_out,scaled_lld,hexane,58,16,4.451585834738818,3.310306244209389,1.8721586078554118,-0.4478736097862095
primary,leave_one_solvent_out,scaled_lld,toluene,35,11,21.05524042378689,24.715499779048297,12.716590941058906,-110766.14332212786
primary,ood_high_concentration,fixed_lld,all,27,9,30.401505892668563,36.69490645277996,22.722173112896574,-106.86976891853517
primary,ood_high_concentration,fixed_lld,ethyl_acetate,6,2,6.3508380292333335,6.350838029233334,6.02053760497146,-78.34692432213406
primary,ood_high_concentration,fixed_lld,hexane,10,4,0.410101192946516,0.41272511350728397,0.32767111330525206,0.9798388548596317
primary,ood_high_concentration,fixed_lld,toluene,11,3,52.3988709343268,57.29686174682203,52.190794298666,-2691290.1537274197
primary,ood_high_concentration,local_mean,all,27,9,5.1401563895348295,4.05150299645954,2.475645208700764,-0.31498411779384416
primary,ood_high_concentration,local_mean,ethyl_acetate,6,2,1.4140792297559608,1.4140792297559608,1.2211904761904764,-2.933829296693293
primary,ood_high_concentration,local_mean,hexane,10,4,7.644864551602316,6.566197694289582,5.887777777777778,-4.102950004348884
primary,ood_high_concentration,local_mean,toluene,11,3,0.07260209924523409,0.06675893236492818,0.05795454545454549,-2.653572907256855
primary,ood_high_concentration,mean,all,27,9,5.386398737377756,4.283894184350968,2.843086419753086,-0.47016354098896174
primary,ood_high_concentration,mean,ethyl_acetate,6,2,1.5666329783612019,1.5666329783612019,1.3950000000000002,-3.828392342876503
primary,ood_high_concentration,mean,hexane,10,4,7.990350256542088,6.912512407061399,6.271666666666667,-4.655425067126417
primary,ood_high_concentration,mean,toluene,11,3,0.5254063683015764,0.5172411273655487,0.516060606060606,-218.32347184582954
primary,ood_high_concentration,rf_log_interactions,all,27,9,4.34244008301026,3.5319972862912787,2.8119988763962387,0.0006240335571064959
primary,ood_high_concentration,rf_log_interactions,ethyl_acetate,6,2,1.1244226842300238,1.1244226842300238,0.8694648015873021,-1.4872945643384092
primary,ood_high_concentration,rf_log_interactions,hexane,10,4,5.979374688710541,4.910535347492951,3.9578191468253983,-1.853981068700557
primary,ood_high_concentration,rf_log_interactions,toluene,11,3,2.8384698608708288,2.830123643192326,2.829908125901875,-6565.135366710712
primary,ood_high_concentration,rf_raw,all,27,9,4.15718524617359,3.2430368698826166,2.379227242063492,0.15745724016858587
primary,ood_high_concentration,rf_raw,ethyl_acetate,6,2,1.1167709887684962,1.1167709887684962,0.8595717261904766,-1.453557670991716
primary,ood_high_concentration,rf_raw,hexane,10,4,5.993496183554971,4.924388302601779,3.974993730158731,-1.8701063323639384
primary,ood_high_concentration,rf_raw,toluene,11,3,1.7661032101936036,1.757780459146886,1.7574334433621923,-2531.9596832628404
primary,ood_high_concentration,ridge_log_interactions,all,27,9,4.4781947085664315,4.40014871925439,3.55033077995179,-0.5510396114702998
primary,ood_high_concentration,ridge_log_interactions,ethyl_acetate,6,2,0.49606261166256665,0.4960626116625667,0.4282645332040258,0.5158933877896145
primary,ood_high_concentration,ridge_log_interactions,hexane,10,4,4.505144298071469,3.6588118172037936,2.9134610334050404,-0.5844318029252045
primary,ood_high_concentration,ridge_log_interactions,toluene,11,3,5.7390647848852225,5.934566143802036,5.83224850231125,-28871.00618654829
primary,ood_high_concentration,ridge_raw,all,27,9,15.210230255385273,18.263338957461073,12.233812688132767,-25.72074346228343
primary,ood_high_concentration,ridge_raw,ethyl_acetate,6,2,3.511869836431518,3.511869836431518,3.339081008030212,-23.263019401253114
primary,ood_high_concentration,ridge_raw,hexane,10,4,3.512972340932044,3.0322489584388967,2.6731587093845426,-0.08823606817991103
primary,ood_high_concentration,ridge_raw,toluene,11,3,25.87231198036393,28.348309442428274,25.776988130687094,-658798.6235601889
primary,ood_high_concentration,saturating_mobile,all,27,9,2.7408125209373013,2.021260270457157,1.1328273981158845,0.6727100589003974
primary,ood_high_concentration,saturating_mobile,ethyl_acetate,6,2,1.1864292025765197,1.1864292025765197,0.9532123741924278,-1.7691831435163539
primary,ood_high_concentration,saturating_mobile,hexane,10,4,4.023286547642939,3.189251339561853,2.364402827598524,-0.2038459001952384
primary,ood_high_concentration,saturating_mobile,toluene,11,3,0.12370986367156836,0.11653583129885144,0.11118520254446133,-10.133147677223835
primary,ood_high_concentration,scaled_lld,all,27,9,33.12920594917674,40.043015935953406,23.859597513729664,-127.4522567100729
primary,ood_high_concentration,scaled_lld,ethyl_acetate,6,2,1.8315891050418474,1.8315891050418471,1.7187979349713107,-5.599698971517366
primary,ood_high_concentration,scaled_lld,hexane,10,4,0.6681014199884683,0.6167227729120237,0.5462117994071709,0.9549833290079867
primary,ood_high_concentration,scaled_lld,toluene,11,3,57.35678892127107,62.718007128578726,57.130384296981944,-3224655.901082892
primary,ood_low_concentration,fixed_lld,all,39,9,0.24565316678682175,0.22798007815190396,0.17758521350033923,-0.6518211416117368
primary,ood_low_concentration,fixed_lld,ethyl_acetate,9,2,0.4329491766187462,0.40218124948060213,0.3777045666616218,-5.556766265707159
primary,ood_low_concentration,fixed_lld,hexane,21,4,0.13226229920487226,0.11475350801023332,0.09826857041902061,-0.8522742127738945
primary,ood_low_concentration,fixed_lld,toluene,9,3,0.18096598477615378,0.18096598477615378,0.16253802752880026,-3.716649536497605
primary,ood_low_concentration,local_mean,all,39,9,2.315308465720596,2.561860420994561,2.054126984126984,-207.58359689037013
primary,ood_low_concentration,local_mean,ethyl_acetate,9,2,0.7379066195246674,0.7803352551020962,0.7643650793650796,-23.683601210477207
primary,ood_low_concentration,local_mean,hexane,21,4,3.4327364497116597,3.4531922323213045,3.452162698412698,-1676.315845137028
primary,ood_low_concentration,local_mean,toluene,9,3,0.08592464129387728,0.08592464129387728,0.08180555555555553,-0.06334737286628722
primary,ood_low_concentration,mean,all,39,9,1.355460854071859,1.3705285927092654,1.3590008841732977,-58.696026549931794
primary,ood_low_concentration,mean,ethyl_acetate,9,2,1.0670133035777436,1.1098291501408275,1.0986590038314172,-48.929626735405485
primary,ood_low_concentration,mean,hexane,21,4,1.4217767556425491,1.4417615260707533,1.439293924466338,-291.38844330298525
primary,ood_low_concentration,mean,toluene,9,3,1.434414606581761,1.434414606581761,1.4319923371647505,-295.3392004793452
primary,ood_low_concentration,rf_log_interactions,all,39,9,0.1455736945954958,0.16458200776933857,0.14303431424344884,0.13913721034486903
primary,ood_low_concentration,rf_log_interactions,ethyl_acetate,9,2,0.10753591769561575,0.11427416227753112,0.10567594974469972,0.4706509271830883
primary,ood_low_concentration,rf_log_interactions,hexane,21,4,0.19150624583192039,0.2042615770810652,0.18896788007627285,-4.868764740812383
primary,ood_low_concentration,rf_log_interactions,toluene,9,3,0.0834641421286689,0.0834641421286689,0.07321435846560849,-0.0033202431067675953
primary,ood_low_concentration,rf_raw,all,39,9,0.15176379762609377,0.1727590703404574,0.14720950349863804,0.05147028535244358
primary,ood_low_concentration,rf_raw,ethyl_acetate,9,2,0.10700523980581722,0.11758372078325223,0.09916604895104891,0.4395453694064959
primary,ood_low_concentration,rf_raw,hexane,21,4,0.20217023808749682,0.21567749394479946,0.19951176046176028,-5.543091539579699
primary,ood_low_concentration,rf_raw,toluene,9,3,0.0834641421286689,0.0834641421286689,0.07321435846560849,-0.0033202431067675953
primary,ood_low_concentration,ridge_log_interactions,all,39,9,0.8354967536281207,0.9244193631768804,0.8137891497915666,-26.158594544426016
primary,ood_low_concentration,ridge_log_interactions,ethyl_acetate,9,2,0.5600459980281689,0.6014969856590111,0.5809097384614035,-13.66604370148484
primary,ood_low_concentration,ridge_log_interactions,hexane,21,4,1.1775529416364636,1.190144200703382,1.1890280569389742,-198.23815365665362
primary,ood_low_concentration,ridge_log_interactions,toluene,9,3,0.19032136564826932,0.1903213656482693,0.1711111111111111,-4.216927453769559
primary,ood_low_concentration,ridge_raw,all,39,9,1.7498865612025765,1.938306796094519,1.592941666579132,-118.40273120464887
primary,ood_low_concentration,ridge_raw,ethyl_acetate,9,2,0.644222300787574,0.6862632304985083,0.6681343835269878,-18.090949326530954
primary,ood_low_concentration,ridge_raw,hexane,21,4,2.579739104123015,2.5999970806014154,2.5986435973734894,-949.8654329034588
primary,ood_low_concentration,ridge_raw,toluene,9,3,0.19032136564826932,0.1903213656482693,0.1711111111111111,-4.216927453769559
primary,ood_low_concentration,saturating_mobile,all,39,9,0.24270709218730843,0.22887884933706473,0.16343707969310403,-0.6648708401821033
primary,ood_low_concentration,saturating_mobile,ethyl_acetate,9,2,0.47149979627947974,0.43764966104826825,0.41339810740200783,-6.764245466454206
primary,ood_low_concentration,saturating_mobile,hexane,21,4,0.12888712261153426,0.11168275619201078,0.09529580201122331,-0.7544685415648309
primary,ood_low_concentration,saturating_mobile,toluene,9,3,0.07976823949973914,0.07976823949973914,0.07247236657525523,0.08356910621638092
primary,ood_low_concentration,scaled_lld,all,39,9,0.28688112575827507,0.2670478124110862,0.1994145279081764,-1.2664559010648975
primary,ood_low_concentration,scaled_lld,ethyl_acetate,9,2,0.5315228909836488,0.4933991936372135,0.46951300013614206,-8.868313435506987
primary,ood_low_concentration,scaled_lld,hexane,21,4,0.12945520592961687,0.11219969215127211,0.09579748554414405,-0.7707476317965496
primary,ood_low_concentration,scaled_lld,toluene,9,3,0.1902973587123298,0.1902973587123298,0.17108915452961962,-4.215611421344273
