cohort,protocol,model,target,n,groups,rmse_nm,mae_nm,r2,group_weighted_rmse_nm,descriptive_rmse_p025,descriptive_rmse_p975,row_coverage_80,group_simultaneous_coverage_80,mean_width_nm
primary,ood_high_concentration,ridge_raw,mobile_nm,27,9,18.263338957461073,12.233812688132767,-25.720743462283433,15.210230255385273,3.6994046436728616,22.880621721175764,0.0,0.0,1.8157802314931033
primary,ood_low_concentration,mean,bonded_nm,39,9,0.14010593005412142,0.12509283819628644,-0.3743408590735986,0.14125290011615488,0.09681748227147337,0.1807409846905146,0.8205128205128205,0.7777777777777778,0.4896428571428574
primary,ood_low_concentration,mean,mobile_nm,39,9,1.3705285927092654,1.3590008841732977,-58.696026549931794,1.3554608540718587,1.2288384187586918,1.4542268648331627,1.0,1.0,6.0
primary,ood_low_concentration,rf_log_interactions,bonded_nm,39,9,0.12717979610139957,0.09426081164917703,-0.13244644343938683,0.11284862482020219,0.07025832178000649,0.14973605028675635,0.6923076923076923,0.5555555555555556,0.3464517784992781
primary,ood_low_concentration,rf_log_interactions,mobile_nm,39,9,0.16458200776933854,0.14303431424344884,0.13913721034486903,0.1455736945954958,0.09061998112703823,0.1951045682684863,1.0,1.0,2.1686514453281722
primary,ood_low_concentration,rf_raw,bonded_nm,39,9,0.14510344691782875,0.10879354340104336,-0.4741337241815127,0.12646081895590272,0.06598313295331612,0.17162710397975886,0.7692307692307693,0.6666666666666666,0.21710494116994078
primary,ood_low_concentration,rf_raw,mobile_nm,39,9,0.1727590703404574,0.14720950349863804,0.05147028535244347,0.15176379762609374,0.09164261187284356,0.20505939077569044,1.0,1.0,1.0944999000572073
primary,ood_low_concentration,ridge_log_interactions,bonded_nm,39,9,0.13193324017013489,0.10169565797640315,-0.21868055135162967,0.12399522587610526,0.08350159885401665,0.15722455605182367,0.5641025641025641,0.4444444444444444,0.27653628021885257
primary,ood_low_concentration,ridge_log_interactions,mobile_nm,39,9,0.9244193631768804,0.8137891497915666,-26.158594544426023,0.8354967536281207,0.5480315011882804,1.066215006594051,1.0,1.0,3.5100754142914434
primary,ood_low_concentration,ridge_raw,bonded_nm,39,9,0.16112325174100403,0.1248700157867611,-0.8175980982064377,0.15587749605378895,0.07904293747538002,0.2183636984129082,0.6923076923076923,0.6666666666666666,0.3150783135775015
primary,ood_low_concentration,ridge_raw,mobile_nm,39,9,1.938306796094519,1.592941666579132,-118.4027312046489,1.7498865612025765,0.965356711200331,2.3082609400590357,1.0,1.0,5.04571813241073
