model,type,R2,RMSE,MAE,MSE
Bonded-Layer Adsorption,analytical,0.6724962810196374,0.05181383760847811,0.04457259721095517,0.0026846737677177408
Concentration-Dependent Adsorption Time,analytical,0.6692470786900996,0.05207022879845078,0.044381318308453654,0.0027113087271230132
Bayesian Optimized RF,machine_learning,0.9811232787135902,0.012439442684566988,0.0062125439393321625,0.00015473973430262718
