model,type,R2,RMSE,MAE,MSE
Concentration-Dependent Adsorption Time,analytical,0.9584143865853993,0.0535528034642244,0.03896429570765787,0.0028679027588778445
Bonded-Layer Adsorption,analytical,0.9369505261479635,0.06594037129850337,0.04941635682753968,0.0043481325669844865
Bayesian Optimized RF,machine_learning,0.9988020565399167,0.009089266041510747,0.006567123817665703,8.261475717336043e-05
